     0.05000   24.1660972893       24.1660972893      0.370629823807E-14   6.81713019579       12.0830477935      0.416027901410E-12   12.0830477935      0.190280635692E-08   0.00000000000       0.00000000000       0.00000000000       0.00000000000       0.00000000000    
     0.10000   24.1660972893       24.1660972893      0.659566246189E-14   6.81713019579       12.0830477935      0.166827946584E-11   12.0830477935      0.190280779761E-08  0.852776045841E-10  0.957802686575E-16  0.117495876917E-15  0.612202276153E-16  0.366016316977E-16
     0.15000   24.1660972893       24.1660972893      0.892094115159E-14   6.81713019579       12.0830477935      0.375682278798E-11   12.0830477935      0.190280775598E-08  0.341265756377E-09  0.102996191773E-15  0.319264232295E-16  0.424658232561E-16  0.739642686043E-16
     0.20000   24.1660972893       24.1660972893      0.105756198054E-13   6.81713019579       12.0830477935      0.667349287062E-11   12.0830477935      0.190280722559E-08  0.853283845239E-09  0.390837521791E-16  0.918246432735E-16  0.777228756457E-16  0.115615553513E-16
     0.25000   24.1660972893       24.1660972893      0.128767549626E-13   6.81713019579       12.0830477935      0.104019907590E-10   12.0830477935      0.190280714579E-08  0.170626849318E-08  0.133462502059E-16  0.865684414699E-16  0.680826159597E-16  0.551255366584E-16
     0.30000   24.1660972893       24.1660972893      0.156741620835E-13   6.81713019579       12.0830477935      0.149180828204E-10   12.0830477935      0.190280711630E-08  0.298450581595E-08  0.139244156082E-15  0.281514761225E-16  0.531934006572E-16  0.854030507633E-16
     0.35000   24.1660972893       24.1660972893      0.187518436903E-13   6.81713019579       12.0830477935      0.201898978509E-10   12.0830477935      0.190280693112E-08  0.477136606893E-08  0.768303058254E-16  0.499742954972E-16  0.682401449534E-16  0.930487916882E-16
     0.40000   24.1660972893       24.1660972893      0.209843164733E-13   6.81713019579       12.0830477935      0.261783185580E-10   12.0830477935      0.190280673856E-08  0.714904120909E-08  0.630506388021E-16  0.829350615812E-16  0.704094670322E-16  0.146340270764E-16
     0.45000   24.1660972893       24.1660972893      0.251288616345E-13   6.81713019579       12.0830477935      0.328374627035E-10   12.0830477935      0.190280653213E-08  0.101982865965E-07  0.165481945326E-15  0.159190699220E-15  0.105167513033E-15  0.940247495717E-16
     0.50000   24.1660972893       24.1660972893      0.298782472057E-13   6.81713019579       12.0830477935      0.401152483382E-10   12.0830477935      0.190280627973E-08  0.139981668043E-07  0.201386814796E-15  0.329309196819E-16  0.156428440434E-15  0.344812451764E-16
     0.55000   24.1660972893       24.1660972893      0.354146996200E-13   6.81713019579       12.0830477935      0.479540359019E-10   12.0830477935      0.190280624590E-08  0.186258085503E-07  0.423424698842E-15  0.136220953423E-15  0.733686273439E-16  0.483404400489E-16
     0.60000   24.1660972893       24.1660972893      0.444799572667E-13   6.81713019579       12.0830477935      0.562913399882E-10   12.0830477935      0.190280611797E-08  0.241561585078E-07  0.841401694722E-15  0.588262862721E-16  0.601290813188E-16  0.638202480942E-16
     0.65000   24.1660972893       24.1660972893      0.585179137830E-13   6.81713019579       12.0830477935      0.650606017773E-10   12.0830477935      0.190280601735E-08  0.306617492860E-07  0.147075850301E-14  0.122915396898E-15  0.624039123962E-16  0.837403226034E-16
     0.70000   24.1660972893       24.1660972893      0.780982784329E-13   6.81713019579       12.0830477935      0.741920127782E-10   12.0830477935      0.190280574153E-08  0.382124735035E-07  0.227010921468E-14  0.540744938875E-16  0.127772537878E-16  0.360826175565E-16
     0.75000   24.1660972893       24.1660972893      0.106341486052E-12   6.81713019579       12.0830477935      0.836133800955E-10   12.0830477936      0.190280553336E-08  0.468753663358E-07  0.339386109149E-14  0.185955678916E-15  0.131440232934E-15  0.105774630846E-15
     0.80000   24.1660972893       24.1660972893      0.146888469011E-12   6.81713019579       12.0830477935      0.932510222487E-10   12.0830477936      0.190280529354E-08  0.567143983603E-07  0.489513443601E-14  0.931948505086E-16  0.659862527671E-16  0.116343906842E-15
     0.85000   24.1660972893       24.1660972893      0.199267715780E-12   6.81713019579       12.0830477935      0.103030685180E-09   12.0830477936      0.190280513958E-08  0.677902779536E-07  0.707171712584E-14  0.150440774217E-15  0.836926431554E-16  0.117970295365E-15
     0.90000   24.1660972893       24.1660972893      0.268252065518E-12   6.81713019579       12.0830477935      0.112878466621E-09   12.0830477936      0.190280483904E-08  0.801602651287E-07  0.999369944581E-14  0.202613547139E-15  0.371972330821E-16  0.106782544205E-15
     0.95000   24.1660972893       24.1660972893      0.358730112117E-12   6.81713019579       12.0830477935      0.122721737949E-09   12.0830477936      0.190280465993E-08  0.938779971487E-07  0.136159881302E-13  0.108796427752E-15  0.667171117954E-16  0.631180060194E-16
     1.00000   24.1660972893       24.1660972893      0.475824905341E-12   6.81713019579       12.0830477935      0.132490051772E-09   12.0830477936      0.190280455498E-08  0.108993326375E-06  0.182987427888E-13  0.115405037584E-15  0.514649068612E-16  0.610369005111E-16
     1.05000   24.1660972893       24.1660972893      0.624662365737E-12   6.81713019579       12.0830477935      0.142116024820E-09   12.0830477936      0.190280437283E-08  0.125552170344E-06  0.241829058029E-13  0.150526264931E-15  0.106659529612E-15  0.105356333475E-15
     1.10000   24.1660972893       24.1660972893      0.813320893362E-12   6.81713019579       12.0830477935      0.151536183821E-09   12.0830477937      0.190280425227E-08  0.143596376906E-06  0.315608690823E-13  0.656206418960E-16  0.139929673761E-15  0.283168812557E-16
     1.15000   24.1660972893       24.1660972893      0.104730428100E-11   6.81713019579       12.0830477935      0.160691766081E-09   12.0830477937      0.190280404584E-08  0.163163600566E-06  0.407825869192E-13  0.115180015360E-15  0.583623880889E-16  0.591309287523E-16
