     0.00000  0.397923300139E-11
     8.00000  0.397166404462E-11
    16.00000  0.394706350397E-11
    24.00000  0.390387537244E-11
    32.00000  0.383973948544E-11
    40.00000  0.375181138796E-11
    48.00000  0.363717326446E-11
    56.00000  0.349330205575E-11
    64.00000  0.331855535278E-11
    72.00000  0.311263300427E-11
    80.00000  0.287697277606E-11
    88.00000  0.261504194880E-11
    96.00000  0.233249327375E-11
   104.00000  0.203716275951E-11
   112.00000  0.173889777638E-11
   120.00000  0.144921608741E-11
   128.00000  0.118080880019E-11
   136.00000  0.946911932606E-12
   144.00000  0.760581454466E-12
   152.00000  0.633914579159E-12
   160.00000  0.577265202932E-12
   168.00000  0.598503412504E-12
   176.00000  0.702367821757E-12
   184.00000  0.889955309539E-12
   192.00000  0.115838580395E-11
   200.00000  0.150067057693E-11
   208.00000  0.190580161251E-11
   216.00000  0.235906760705E-11
   224.00000  0.284258968611E-11
   232.00000  0.333605760103E-11
   240.00000  0.381763566279E-11
   248.00000  0.426499750094E-11
   256.00000  0.465644050210E-11
   264.00000  0.497202491433E-11
   272.00000  0.519467945375E-11
   280.00000  0.531121503621E-11
   288.00000  0.531319104956E-11
   296.00000  0.519758429008E-11
   304.00000  0.496721900897E-11
   312.00000  0.463092704269E-11
   320.00000  0.420341928395E-11
   328.00000  0.370486306587E-11
   336.00000  0.316017388763E-11
   344.00000  0.259804363471E-11
   352.00000  0.204974048437E-11
   360.00000  0.154772754546E-11
   368.00000  0.112415747314E-11
   376.00000  0.809308412736E-12
   384.00000  0.630032319054E-12
   392.00000  0.608289560980E-12
   400.00000  0.759843549951E-12
   408.00000  0.109318564330E-11
   416.00000  0.160875370514E-11
   424.00000  0.229849747407E-11
   432.00000  0.314583050228E-11
   440.00000  0.412599231644E-11
   448.00000  0.520682618509E-11
   456.00000  0.634995825528E-11
   464.00000  0.751234373218E-11
   472.00000  0.864812622770E-11
   480.00000  0.971073837021E-11
   488.00000  0.106551562255E-10
   496.00000  0.114402078411E-10
   504.00000  0.120308281187E-10
   512.00000  0.124001486903E-10
   520.00000  0.125313129593E-10
   528.00000  0.124189132470E-10
   536.00000  0.120699589195E-10
   544.00000  0.115043013564E-10
   552.00000  0.107544632461E-10
   560.00000  0.986484509824E-11
   568.00000  0.889031042895E-11
   576.00000  0.789418130257E-11
   584.00000  0.694570667119E-11
   592.00000  0.611709562343E-11
   600.00000  0.548023467831E-11
   608.00000  0.510323097854E-11
   616.00000  0.504694038565E-11
   624.00000  0.536164964512E-11
   632.00000  0.608408421362E-11
   640.00000  0.723490740889E-11
   648.00000  0.881686214969E-11
   656.00000  0.108136840022E-10
   664.00000  0.131898841706E-10
   672.00000  0.158914645820E-10
   680.00000  0.188475856221E-10
   688.00000  0.219731621836E-10
   696.00000  0.251723171704E-10
   704.00000  0.283425758677E-10
   712.00000  0.313796415227E-10
   720.00000  0.341825545733E-10
   728.00000  0.366590072849E-10
   736.00000  0.387305640638E-10
   744.00000  0.403375272802E-10
   752.00000  0.414431900211E-10
   760.00000  0.420372319126E-10
   768.00000  0.421380415989E-10
   776.00000  0.417937895329E-10
   784.00000  0.410821256280E-10
   792.00000  0.401084365663E-10
   800.00000  0.390026642487E-10
   808.00000  0.379147573362E-10
   816.00000  0.370088986090E-10
   824.00000  0.364567188391E-10
   832.00000  0.364297691590E-10
   840.00000  0.370915758735E-10
   848.00000  0.385896407071E-10
   856.00000  0.410477734816E-10
   864.00000  0.445591509653E-10
   872.00000  0.491804837785E-10
   880.00000  0.549276422039E-10
   888.00000  0.617730418351E-10
   896.00000  0.696450224219E-10
   904.00000  0.784293700281E-10
   912.00000  0.879730370977E-10
   920.00000  0.980900109405E-10
   928.00000  0.108569173125E-09
   936.00000  0.119183885683E-09
   944.00000  0.129702940068E-09
   952.00000  0.139902416761E-09
   960.00000  0.149577932783E-09
   968.00000  0.158556704935E-09
   976.00000  0.166708832727E-09
   984.00000  0.173957208647E-09
   992.00000  0.180285496310E-09
  1000.00000  0.185743679267E-09
  1008.00000  0.190450773105E-09
  1016.00000  0.194594408577E-09
  1024.00000  0.198427129400E-09
  1032.00000  0.202259400050E-09
  1040.00000  0.206449479429E-09
  1048.00000  0.211390478885E-09
  1056.00000  0.217495079647E-09
  1064.00000  0.225178527018E-09
  1072.00000  0.234840639480E-09
  1080.00000  0.246847662146E-09
  1088.00000  0.261514850111E-09
  1096.00000  0.279090683243E-09
  1104.00000  0.299743586567E-09
  1112.00000  0.323551958647E-09
  1120.00000  0.350498195424E-09
  1128.00000  0.380467241454E-09
  1136.00000  0.413250010455E-09
  1144.00000  0.448551799291E-09
  1152.00000  0.486005582755E-09
  1160.00000  0.525189832185E-09
  1168.00000  0.565650259074E-09
  1176.00000  0.606924658522E-09
  1184.00000  0.648569827951E-09
  1192.00000  0.690189375238E-09
  1200.00000  0.731461118378E-09
  1208.00000  0.772162723411E-09
  1216.00000  0.812194235572E-09
  1224.00000  0.851596234022E-09
  1232.00000  0.890562482654E-09
  1240.00000  0.929446156382E-09
  1248.00000  0.968758986554E-09
  1256.00000  0.100916298148E-08
  1264.00000  0.105145472574E-08
  1272.00000  0.109654262938E-08
  1280.00000  0.114541786841E-08
  1288.00000  0.119912011320E-08
  1296.00000  0.125869946328E-08
  1304.00000  0.132517627657E-08
  1312.00000  0.139950078515E-08
  1320.00000  0.148251451110E-08
  1328.00000  0.157491552679E-08
  1336.00000  0.167722953656E-08
  1344.00000  0.178978858890E-08
  1352.00000  0.191271896134E-08
  1360.00000  0.204593940367E-08
  1368.00000  0.218917048812E-08
  1376.00000  0.234195531669E-08
  1384.00000  0.250369129434E-08
  1392.00000  0.267367211890E-08
  1400.00000  0.285113858801E-08
  1408.00000  0.303533630949E-08
  1416.00000  0.322557795172E-08
  1424.00000  0.342130731014E-08
  1432.00000  0.362216221931E-08
  1440.00000  0.382803322491E-08
  1448.00000  0.403911496161E-08
  1456.00000  0.425594736671E-08
  1464.00000  0.447944419675E-08
  1472.00000  0.471090679708E-08
  1480.00000  0.495202168689E-08
  1488.00000  0.520484124309E-08
  1496.00000  0.547174756416E-08
  1504.00000  0.575540043784E-08
  1512.00000  0.605867118254E-08
  1520.00000  0.638456494209E-08
  1528.00000  0.673613474308E-08
  1536.00000  0.711639123599E-08
  1544.00000  0.752821249417E-08
  1552.00000  0.797425851236E-08
  1560.00000  0.845689509982E-08
  1568.00000  0.897813169149E-08
  1576.00000  0.953957719693E-08
  1584.00000  0.101424173780E-07
  1592.00000  0.107874164107E-07
  1600.00000  0.114749442719E-07
  1608.00000  0.122050304384E-07
  1616.00000  0.129774431411E-07
  1624.00000  0.137917921356E-07
  1632.00000  0.146476516945E-07
  1640.00000  0.155446993601E-07
  1648.00000  0.164828649725E-07
  1656.00000  0.174624836848E-07
  1664.00000  0.184844461226E-07
  1672.00000  0.195503386056E-07
  1680.00000  0.206625664383E-07
  1688.00000  0.218244537194E-07
  1696.00000  0.230403139169E-07
  1704.00000  0.243154865755E-07
  1712.00000  0.256563369563E-07
  1720.00000  0.270702170701E-07
  1728.00000  0.285653884182E-07
  1736.00000  0.301509086909E-07
  1744.00000  0.318364866253E-07
  1752.00000  0.336323110775E-07
  1760.00000  0.355488620361E-07
  1768.00000  0.375967126904E-07
  1776.00000  0.397863326920E-07
  1784.00000  0.421279033405E-07
  1792.00000  0.446311555197E-07
  1800.00000  0.473052407960E-07
  1808.00000  0.501586451400E-07
  1816.00000  0.531991532655E-07
  1824.00000  0.564338696530E-07
  1832.00000  0.598692999794E-07
  1840.00000  0.635114940267E-07
  1848.00000  0.673662482878E-07
  1856.00000  0.714393635533E-07
  1864.00000  0.757369498992E-07
  1872.00000  0.802657688304E-07
  1880.00000  0.850336000256E-07
  1888.00000  0.900496183013E-07
  1896.00000  0.953247651877E-07
  1904.00000  0.100872098986E-06
  1912.00000  0.106707107424E-06
  1920.00000  0.112847968072E-06
  1928.00000  0.119315743533E-06
  1936.00000  0.126134501041E-06
  1944.00000  0.133331349359E-06
  1952.00000  0.140936389736E-06
  1960.00000  0.148982581903E-06
  1968.00000  0.157505530522E-06
  1976.00000  0.166543201980E-06
  1984.00000  0.176135585619E-06
  1992.00000  0.186324317325E-06
  2000.00000  0.197152286517E-06
  2008.00000  0.208663249900E-06
  2016.00000  0.220901476660E-06
  2024.00000  0.233911449949E-06
  2032.00000  0.247737648521E-06
  2040.00000  0.262424430149E-06
  2048.00000  0.278016035088E-06
  2056.00000  0.294556723395E-06
  2064.00000  0.312091054553E-06
  2072.00000  0.330664311790E-06
  2080.00000  0.350323067002E-06
  2088.00000  0.371115875510E-06
  2096.00000  0.393094083421E-06
  2104.00000  0.416312724363E-06
  2112.00000  0.440831477195E-06
  2120.00000  0.466715652231E-06
  2128.00000  0.494037170868E-06
  2136.00000  0.522875502425E-06
  2144.00000  0.553318522710E-06
  2152.00000  0.585463261343E-06
  2160.00000  0.619416509225E-06
  2168.00000  0.655295263556E-06
  2176.00000  0.693226995462E-06
  2184.00000  0.733349734042E-06
  2192.00000  0.775811970408E-06
  2200.00000  0.820772395426E-06
  2208.00000  0.868399495029E-06
  2216.00000  0.918871036573E-06
  2224.00000  0.972373488308E-06
  2232.00000  0.102910142114E-05
  2240.00000  0.108925694692E-05
  2248.00000  0.115304925048E-05
  2256.00000  0.122069427266E-05
  2264.00000  0.129241459935E-05
  2272.00000  0.136843960615E-05
  2280.00000  0.144900590050E-05
  2288.00000  0.153435809282E-05
  2296.00000  0.162474991582E-05
  2304.00000  0.172044569731E-05
  2312.00000  0.182172217724E-05
  2320.00000  0.192887064416E-05
  2328.00000  0.204219935206E-05
  2336.00000  0.216203616493E-05
  2344.00000  0.228873136486E-05
  2352.00000  0.242266055053E-05
  2360.00000  0.256422754733E-05
  2368.00000  0.271386724837E-05
  2376.00000  0.287204830730E-05
  2384.00000  0.303927561062E-05
  2392.00000  0.321609246685E-05
  2400.00000  0.340308246457E-05
  2408.00000  0.360087096878E-05
  2416.00000  0.381012624546E-05
  2424.00000  0.403156022660E-05
  2432.00000  0.426592895120E-05
  2440.00000  0.451403274105E-05
  2448.00000  0.477671619177E-05
  2456.00000  0.505486807919E-05
  2464.00000  0.534942129691E-05
  2472.00000  0.566135295237E-05
  2480.00000  0.599168475444E-05
  2488.00000  0.634148382580E-05
  2496.00000  0.671186406704E-05
  2504.00000  0.710398818659E-05
  2512.00000  0.751907049222E-05
  2520.00000  0.795838051520E-05
  2528.00000  0.842324750994E-05
  2536.00000  0.891506583893E-05
  2544.00000  0.943530121925E-05
  2552.00000  0.998549777110E-05
  2560.00000  0.105672857757E-04
  2568.00000  0.111823900187E-04
  2576.00000  0.118326385679E-04
  2584.00000  0.125199718157E-04
  2592.00000  0.132464516008E-04
  2600.00000  0.140142702215E-04
  2608.00000  0.148257591552E-04
  2616.00000  0.156833973144E-04
  2624.00000  0.165898186923E-04
  2632.00000  0.175478192809E-04
  2640.00000  0.185603631881E-04
  2648.00000  0.196305879210E-04
  2656.00000  0.207618088566E-04
  2664.00000  0.219575229699E-04
  2672.00000  0.232214119414E-04
  2680.00000  0.245573448119E-04
  2688.00000  0.259693803971E-04
  2696.00000  0.274617697031E-04
  2704.00000  0.290389586091E-04
  2712.00000  0.307055910923E-04
  2720.00000  0.324665132629E-04
  2728.00000  0.343267784615E-04
  2736.00000  0.362916536335E-04
  2744.00000  0.383666271488E-04
  2752.00000  0.405574181739E-04
  2760.00000  0.428699876309E-04
  2768.00000  0.453105507004E-04
  2776.00000  0.478855907407E-04
  2784.00000  0.506018744114E-04
  2792.00000  0.534664677089E-04
  2800.00000  0.564867525463E-04
  2808.00000  0.596704434469E-04
  2816.00000  0.630256038732E-04
  2824.00000  0.665606616809E-04
  2832.00000  0.702844231785E-04
  2840.00000  0.742060852796E-04
  2848.00000  0.783352452746E-04
  2856.00000  0.826819077966E-04
  2864.00000  0.872564886369E-04
  2872.00000  0.920698151578E-04
  2880.00000  0.971331231569E-04
