     0.00000  0.789568343347E-04   1.00003947842    
     0.10000  0.777737036317E-04   157.913693328    
     0.20000  0.743178826498E-04   157.913693317    
     0.30000  0.688274316811E-04   157.913693302    
     0.40000  0.616748354235E-04   157.913693283    
     0.50000  0.533338479177E-04   157.913693263    
     0.60000  0.443380488225E-04   157.913693242    
     0.70000  0.352353492770E-04   157.913693223    
     0.80000  0.265429974142E-04   157.913693208    
     0.90000  0.187074354273E-04   157.913693196    
     1.00000  0.120726900473E-04   157.913693190    
     1.10000  0.685993043541E-05   157.913693188    
     1.20000  0.315953812012E-05   157.913693191    
     1.30000  0.935662265887E-06   157.913693198    
     1.40000  0.419419943355E-07   157.913693209    
     1.50000  0.246009155151E-06   157.913693221    
     1.60000  0.125964816826E-05   157.913693233    
     1.70000  0.277114613481E-05   157.913693245    
     1.80000  0.447642710197E-05   157.913693256    
     1.90000  0.610599114507E-05   157.913693264    
     2.00000  0.744539344453E-05   157.913693269    
     2.10000  0.834789494080E-05   157.913693271    
     2.20000  0.873887643196E-05   157.913693271    
     2.30000  0.861251742379E-05   157.913693268    
     2.40000  0.802200187913E-05   157.913693264    
     2.50000  0.706505458192E-05   157.913693259    
     2.60000  0.586689635524E-05   157.913693253    
     2.70000  0.456273002592E-05   157.913693248    
     2.80000  0.328165868958E-05   157.913693244    
     2.90000  0.213354441881E-05   157.913693241    
     3.00000  0.119980518726E-05   157.913693240    
     3.10000  0.528592114151E-06   157.913693239    
     3.20000  0.134256225614E-06   157.913693240    
     3.30000  0.560674237419E-09   157.913693242    
     3.40000  0.867612334265E-07   157.913693244    
     3.50000  0.335486351626E-06   157.913693247    
     3.60000  0.681300576896E-06   157.913693250    
     3.70000  0.105891749002E-05   157.913693252    
     3.80000  0.141021335448E-05   157.913693254    
     3.90000  0.168944555001E-05   157.913693255    
     4.00000  0.186636275180E-05   157.913693255    
     4.10000  0.192717094725E-05   157.913693255    
     4.20000  0.187356068242E-05   157.913693254    
     4.30000  0.172018468059E-05   157.913693253    
     4.40000  0.149108904467E-05   157.913693252    
     4.50000  0.121564308065E-05   157.913693251    
     4.60000  0.924488251331E-06   157.913693250    
     4.70000  0.645948320581E-06   157.913693249    
     4.80000  0.403226994001E-06   157.913693249    
     4.90000  0.212584617658E-06   157.913693248    
     5.00000  0.825494846394E-07   157.913693248    
     5.10000  0.140972513765E-07   157.913693249    
     5.20000  0.163529883993E-08   157.913693249    
     5.30000  0.345644985309E-07   157.913693250    
     5.40000  0.991610739103E-07   157.913693250    
     5.50000  0.180524225456E-06   157.913693251    
     5.60000  0.264365710816E-06   157.913693251    
     5.70000  0.338468174951E-06   157.913693252    
     5.80000  0.393701152185E-06   157.913693252    
     5.90000  0.424548761538E-06   157.913693252    
     6.00000  0.429163587825E-06   157.913693252    
     6.10000  0.409011125448E-06   157.913693252    
     6.20000  0.368204553203E-06   157.913693251    
     6.30000  0.312648778061E-06   157.913693251    
     6.40000  0.249115944688E-06   157.913693251    
     6.50000  0.184363966945E-06   157.913693251    
     6.60000  0.124388337877E-06   157.913693251    
     6.70000  0.738694397925E-07   157.913693251    
     6.80000  0.358468811954E-07   157.913693251    
     6.90000  0.116227957890E-07   157.913693251    
     7.00000  0.870635552376E-09   157.913693251    
     7.10000  0.190694031902E-08   157.913693251    
     7.20000  0.120720138554E-07   157.913693251    
     7.30000  0.281615317491E-07   157.913693251    
     7.40000  0.468541413898E-07   157.913693251    
     7.50000  0.650887252767E-07   157.913693251    
     7.60000  0.803574104957E-07   157.913693251    
     7.70000  0.908946885828E-07   157.913693251    
     7.80000  0.957573155471E-07   157.913693251    
     7.90000  0.948024257961E-07   157.913693251    
     8.00000  0.885813546880E-07   157.913693251    
     8.10000  0.781733206073E-07   157.913693251    
     8.20000  0.649861343327E-07   157.913693251    
     8.30000  0.505506828794E-07   157.913693251    
     8.40000  0.363326375223E-07   157.913693251    
     8.50000  0.235794584533E-07   157.913693251    
     8.60000  0.132142128851E-07   157.913693251    
     8.70000  0.578088114734E-08   157.913693251    
     8.80000  0.143948767858E-08   157.913693251    
     8.90000  0.417936498982E-11   157.913693251    
     9.00000  0.101368506690E-08   157.913693251    
     9.10000  0.382160641078E-08   157.913693251    
     9.20000  0.769368145804E-08   157.913693251    
     9.30000  0.119003172151E-07   157.913693251    
     9.40000  0.157949512494E-07   157.913693251    
     9.50000  0.188717545448E-07   157.913693251    
     9.60000  0.207994047512E-07   157.913693251    
     9.70000  0.214307624739E-07   157.913693251    
     9.80000  0.207909562291E-07   157.913693251    
     9.90000  0.190483884723E-07   157.913693251    
    10.00000  0.164743843884E-07   157.913693251    
